species,genes.Inclusion,genes.GeneName,genes.KO,genes.Threshold,genes.Score,genes.Evalue,genes.KODefinition,Gene ID,Gene Description
Corynebacterium_camporealensisstrain_DSM_44610,*,Corynebacterium_camporealensisstrain_DSM_44610_00267,K13542,412.30,641.3,3.2e-193,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_camporealensisstrain_DSM_44610,*,Corynebacterium_camporealensisstrain_DSM_44610_00268,K01698,175.97,561.6,3.3e-169,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_camporealensisstrain_DSM_44610,*,Corynebacterium_camporealensisstrain_DSM_44610_00276,K01845,309.63,609.8,9.2e-184,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_camporealensisstrain_DSM_44610,*,Corynebacterium_camporealensisstrain_DSM_44610_00624,K02303,259.40,312.3,7.9e-94,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_camporealensisstrain_DSM_44610,*,Corynebacterium_camporealensisstrain_DSM_44610_01598,K00768,120.60,250.7,3.7e-75,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_camporealensisstrain_DSM_44610,*,Corynebacterium_camporealensisstrain_DSM_44610_01650,K22316,318.33,481.7,3.1e-145,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_casei_LMG_S_19264,*,Corynebacterium_casei_LMG_S_19264_00487,K02492,72.67,465.9,4.4e-140,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_casei_LMG_S_19264,*,Corynebacterium_casei_LMG_S_19264_00488,K01749,112.17,350.5,2e-105,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_casei_LMG_S_19264,*,Corynebacterium_casei_LMG_S_19264_00489,K13542,412.30,637.0,8.5e-192,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_casei_LMG_S_19264,*,Corynebacterium_casei_LMG_S_19264_00490,K01698,175.97,569.5,1.7e-171,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_casei_LMG_S_19264,*,Corynebacterium_casei_LMG_S_19264_00498,K01845,309.63,586.0,1.9e-176,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_casei_LMG_S_19264,*,Corynebacterium_casei_LMG_S_19264_01063,K22316,318.33,454.0,9.8e-137,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_casei_LMG_S_19264,*,Corynebacterium_casei_LMG_S_19264_01100,K00768,120.60,260.6,4.9e-78,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_casei_LMG_S_19264,*,Corynebacterium_casei_LMG_S_19264_02221,K02303,259.40,304.8,1.9e-91,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_00429,K00798,37.20,229.4,5.1e-69,cob(I)alamin adenosyltransferase [EC:2.5.1.17],pduO,cob(I)alamin adenosyltransferase
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_00638,K02228,126.63,327.0,2.3e-98,precorrin-6A synthase [EC:2.1.1.152],cobF,precorrin-6A synthase 
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_01148,K02230,1031.53,1484.0,0,cobaltochelatase CobN [EC:6.6.1.2],cobN,cobaltochelatase CobN
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_01150,K02229,272.23,361.0,1.2e-108,precorrin-3B synthase [EC:1.14.13.83],cobG,precorrin-3B synthase
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_01151,K06042,132.10,289.2,5.6e-87,precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60],cobH/cbiC,precorrin-8X/cobalt-precorrin-8 methylmutase
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_01152,K13540,602.20,660.3,2.2e-199,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131],cobIJ,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_01154,K05895,156.53,335.6,6.5e-101,precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106],cobK/cbiJ,precorrin-6A/cobalt-precorrin-6A reductase
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_01155,K05936,231.50,373.1,3e-112,precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271],cobM/cbiF,precorrin-4/cobalt-precorrin-4 C11-methyltransferase
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_01156,K00595,219.93,384.7,7.5e-116,"precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]",cobL/cbiET,"precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase"
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_01439,K02303,259.40,317.8,1.8e-95,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_01442,K02224,128.03,563.2,9.1e-170,"cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]",cobB/cbiA,"cobyrinic acid a,c-diamide synthase"
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_01443,K19221,114.37,231.2,2.1e-69,cob(I)alamin adenosyltransferase [EC:2.5.1.17],cobA/btuR,cob(I)alamin adenosyltransferase
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_01452,K02232,241.80,653.2,6.6e-197,adenosylcobyric acid synthase [EC:6.3.5.10],cobQ/cbiP,adenosylcobyric acid synthase 
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_01592,K02231,47.07,190.7,5.3e-57,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62],cobP/cobU,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_01593,K00768,120.60,458.5,4.6e-138,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_01594,K02233,72.47,148.4,4.2e-44,adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26],cobS/cobV,adenosylcobinamide-GDP ribazoletransferase
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_01619,K22316,318.33,391.9,5.4e-118,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_01626,K02227,96.90,314.6,1.4e-94,adenosylcobinamide-phosphate synthase [EC:6.3.1.10],cobD/cbiB,adenosylcobinamide-phosphate synthase
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_02095,K01845,309.63,624.8,2.7e-188,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_02100,K01698,175.97,550.4,8.5e-166,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_02101,K13542,412.30,634.3,4.4e-191,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_02102,K01749,112.17,345.4,6e-104,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_choanisstrain_200CH,*,Corynebacterium_choanisstrain_200CH_02103,K02492,72.67,449.6,3e-135,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_crudilactisstrain_JZ16,*,Corynebacterium_crudilactisstrain_JZ16_00446,K02492,72.67,466.9,2.2e-140,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_crudilactisstrain_JZ16,*,Corynebacterium_crudilactisstrain_JZ16_00447,K01749,112.17,370.3,2e-111,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_crudilactisstrain_JZ16,*,Corynebacterium_crudilactisstrain_JZ16_00458,K13542,412.30,670.7,5.6e-202,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_crudilactisstrain_JZ16,*,Corynebacterium_crudilactisstrain_JZ16_00460,K01698,175.97,555.0,4.3e-167,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_crudilactisstrain_JZ16,*,Corynebacterium_crudilactisstrain_JZ16_00466,K01845,309.63,598.9,2.4e-180,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_crudilactisstrain_JZ16,*,Corynebacterium_crudilactisstrain_JZ16_01464,K00595,219.93,283.6,4.3e-85,"precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]",cobL/cbiET,"precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase"
Corynebacterium_crudilactisstrain_JZ16,*,Corynebacterium_crudilactisstrain_JZ16_01760,K02303,259.40,321.8,1.4e-96,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_crudilactisstrain_JZ16,*,Corynebacterium_crudilactisstrain_JZ16_01956,K02231,47.07,199.6,1.3e-59,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62],cobP/cobU,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase
Corynebacterium_crudilactisstrain_JZ16,*,Corynebacterium_crudilactisstrain_JZ16_01957,K00768,120.60,469.2,3.5000000000000003e-141,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_crudilactisstrain_JZ16,*,Corynebacterium_crudilactisstrain_JZ16_01958,K02233,72.47,174.2,8e-52,adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26],cobS/cobV,adenosylcobinamide-GDP ribazoletransferase
Corynebacterium_crudilactisstrain_JZ16,*,Corynebacterium_crudilactisstrain_JZ16_01995,K22316,318.33,530.8,4.9e-160,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_crudilactisstrain_JZ16,*,Corynebacterium_crudilactisstrain_JZ16_02329,K00798,37.20,230.3,3.4e-69,cob(I)alamin adenosyltransferase [EC:2.5.1.17],pduO,cob(I)alamin adenosyltransferase
Corynebacterium_cystitidis_NCTC11863,*,Corynebacterium_cystitidis_NCTC11863_00641,K22316,318.33,485.0,3.8e-146,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_cystitidis_NCTC11863,*,Corynebacterium_cystitidis_NCTC11863_00695,K00768,120.60,319.3,8e-96,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_cystitidis_NCTC11863,*,Corynebacterium_cystitidis_NCTC11863_00841,K02303,259.40,318.7,1.1e-95,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_cystitidis_NCTC11863,*,Corynebacterium_cystitidis_NCTC11863_02153,K01845,309.63,604.0,6.5e-182,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_cystitidis_NCTC11863,*,Corynebacterium_cystitidis_NCTC11863_02162,K01698,175.97,561.0,6.5e-169,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_cystitidis_NCTC11863,*,Corynebacterium_cystitidis_NCTC11863_02164,K13542,412.30,652.8,1.3e-196,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_cystitidis_NCTC11863,*,Corynebacterium_cystitidis_NCTC11863_02165,K01749,112.17,357.8,1.2e-107,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_cystitidis_NCTC11863,*,Corynebacterium_cystitidis_NCTC11863_02166,K02492,72.67,483.6,1.8e-145,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_deserti_GIMN1.010strain_GIMN1.010,*,Corynebacterium_deserti_GIMN1.010strain_GIMN1.010_00454,K02492,72.67,466.8,2.3e-140,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_deserti_GIMN1.010strain_GIMN1.010,*,Corynebacterium_deserti_GIMN1.010strain_GIMN1.010_00455,K01749,112.17,368.7,5.9e-111,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_deserti_GIMN1.010strain_GIMN1.010,*,Corynebacterium_deserti_GIMN1.010strain_GIMN1.010_00466,K13542,412.30,677.6,4.5e-204,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_deserti_GIMN1.010strain_GIMN1.010,*,Corynebacterium_deserti_GIMN1.010strain_GIMN1.010_00468,K01698,175.97,561.1,5.9e-169,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_deserti_GIMN1.010strain_GIMN1.010,*,Corynebacterium_deserti_GIMN1.010strain_GIMN1.010_00474,K01845,309.63,604.8,3.7e-182,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_deserti_GIMN1.010strain_GIMN1.010,*,Corynebacterium_deserti_GIMN1.010strain_GIMN1.010_01431,K00595,219.93,269.1,1e-80,"precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]",cobL/cbiET,"precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase"
Corynebacterium_deserti_GIMN1.010strain_GIMN1.010,*,Corynebacterium_deserti_GIMN1.010strain_GIMN1.010_01789,K02303,259.40,325.4,1.1e-97,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_deserti_GIMN1.010strain_GIMN1.010,*,Corynebacterium_deserti_GIMN1.010strain_GIMN1.010_01993,K00768,120.60,444.4,1.1e-133,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_deserti_GIMN1.010strain_GIMN1.010,*,Corynebacterium_deserti_GIMN1.010strain_GIMN1.010_02024,K22316,318.33,534.0,5.1e-161,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_00418,K02492,72.67,490.3,1.5e-147,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_00419,K01749,112.17,368.4,6.3e-111,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_00420,K13542,412.30,620.8,5.5e-187,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_00421,K01698,175.97,577.5,5.7e-174,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_00427,K01845,309.63,641.5,2.6e-193,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_00850,K02228,126.63,336.8,2.6e-101,precorrin-6A synthase [EC:2.1.1.152],cobF,precorrin-6A synthase 
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_01265,K02230,1031.53,1486.4,0,cobaltochelatase CobN [EC:6.6.1.2],cobN,cobaltochelatase CobN
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_01266,K02229,272.23,396.2,2.6e-119,precorrin-3B synthase [EC:1.14.13.83],cobG,precorrin-3B synthase
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_01267,K06042,132.10,304.9,9.8e-92,precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60],cobH/cbiC,precorrin-8X/cobalt-precorrin-8 methylmutase
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_01268,K13540,602.20,772.0,3.3e-233,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131],cobIJ,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_01269,K05895,156.53,332.6,5.4e-100,precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106],cobK/cbiJ,precorrin-6A/cobalt-precorrin-6A reductase
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_01270,K05936,231.50,383.6,1.9e-115,precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271],cobM/cbiF,precorrin-4/cobalt-precorrin-4 C11-methyltransferase
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_01271,K00595,219.93,446.7,1.3e-134,"precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]",cobL/cbiET,"precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase"
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_01538,K02303,259.40,324.8,1.4e-97,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_01542,K02224,128.03,598.2,2.3e-180,"cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]",cobB/cbiA,"cobyrinic acid a,c-diamide synthase"
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_01543,K19221,114.37,235.1,1.4e-70,cob(I)alamin adenosyltransferase [EC:2.5.1.17],cobA/btuR,cob(I)alamin adenosyltransferase
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_01549,K02232,241.80,666.2,8.2e-201,adenosylcobyric acid synthase [EC:6.3.5.10],cobQ/cbiP,adenosylcobyric acid synthase 
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_01684,K02231,47.07,186.9,8.1e-56,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62],cobP/cobU,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_01685,K00768,120.60,470.7,9.9e-142,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_01686,K02233,72.47,159.1,2.5e-47,adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26],cobS/cobV,adenosylcobinamide-GDP ribazoletransferase
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_01726,K22316,318.33,532.0,1.8e-160,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_01733,K02227,96.90,339.8,3.2e-102,adenosylcobinamide-phosphate synthase [EC:6.3.1.10],cobD/cbiB,adenosylcobinamide-phosphate synthase
Corynebacterium_diphtheriae_31Astrain_31A,*,Corynebacterium_diphtheriae_31Astrain_31A_01946,K00798,37.20,234.7,1.3e-70,cob(I)alamin adenosyltransferase [EC:2.5.1.17],pduO,cob(I)alamin adenosyltransferase
Corynebacterium_doosanense_CAU_212___DSM_45436strain_CAU_212,*,Corynebacterium_doosanense_CAU_212___DSM_45436strain_CAU_212_00471,K02492,72.67,470.3,1.7e-141,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_doosanense_CAU_212___DSM_45436strain_CAU_212,*,Corynebacterium_doosanense_CAU_212___DSM_45436strain_CAU_212_00472,K01749,112.17,356.9,2.2e-107,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_doosanense_CAU_212___DSM_45436strain_CAU_212,*,Corynebacterium_doosanense_CAU_212___DSM_45436strain_CAU_212_00474,K13542,412.30,636.5,1e-191,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
